id,image_path,temp_field_path,T_avg,split
0414,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0414.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0414.npy,305.10992431640625,train
0415,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0415.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0415.npy,305.10992431640625,train
0416,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0416.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0416.npy,305.6446838378906,train
0417,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0417.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0417.npy,305.6446838378906,train
0418,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0418.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0418.npy,305.6446838378906,train
0419,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0419.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0419.npy,305.6446838378906,train
0420,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0420.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0420.npy,314.4747009277344,train
0421,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0421.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0421.npy,314.4747009277344,train
0422,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0422.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0422.npy,314.4747009277344,train
0423,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0423.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0423.npy,314.4747009277344,train
0424,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0424.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0424.npy,317.3744812011719,train
0425,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0425.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0425.npy,317.3744812011719,train
0426,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0426.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0426.npy,317.3744812011719,train
0427,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0427.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0427.npy,317.3744812011719,train
0428,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0428.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0428.npy,320.27447509765625,train
0430,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0430.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0430.npy,320.27447509765625,train
0431,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0431.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0431.npy,320.27447509765625,train
0433,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0433.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0433.npy,322.31512451171875,train
0434,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0434.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0434.npy,322.31512451171875,train
0436,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0436.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0436.npy,324.87799072265625,train
0437,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0437.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0437.npy,324.87799072265625,train
0438,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0438.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0438.npy,324.87799072265625,train
0439,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0439.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0439.npy,324.87799072265625,train
0441,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0441.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0441.npy,332.87872314453125,train
0442,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0442.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0442.npy,332.87872314453125,train
0443,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0443.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0443.npy,332.87872314453125,train
0444,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0444.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0444.npy,336.38555908203125,train
0445,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0445.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0445.npy,336.38555908203125,train
0446,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0446.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0446.npy,336.38555908203125,train
0448,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0448.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0448.npy,306.06591796875,train
0450,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0450.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0450.npy,306.06591796875,train
0452,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0452.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0452.npy,308.24957275390625,train
0453,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0453.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0453.npy,308.24957275390625,train
0454,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0454.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0454.npy,308.24957275390625,train
0455,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0455.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0455.npy,308.24957275390625,train
0456,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0456.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0456.npy,309.37353515625,train
0458,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0458.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0458.npy,309.37353515625,train
0459,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0459.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0459.npy,309.37353515625,train
0460,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0460.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0460.npy,309.8499450683594,train
0461,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0461.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0461.npy,309.8499450683594,train
0462,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0462.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0462.npy,309.8499450683594,train
0463,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0463.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0463.npy,309.8499450683594,train
0464,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0464.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0464.npy,311.5355529785156,train
0465,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0465.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0465.npy,311.5355529785156,train
0467,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0467.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0467.npy,311.5355529785156,train
0468,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0468.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0468.npy,316.1299133300781,train
0470,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0470.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0470.npy,316.1299133300781,train
0471,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0471.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0471.npy,316.1299133300781,train
0472,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0472.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0472.npy,316.37249755859375,train
0473,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0473.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0473.npy,316.37249755859375,train
0474,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0474.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0474.npy,316.37249755859375,train
0475,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0475.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0475.npy,316.37249755859375,train
0477,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0477.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0477.npy,304.12237548828125,train
0478,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0478.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0478.npy,304.12237548828125,train
0479,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0479.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0479.npy,304.12237548828125,train
0480,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0480.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0480.npy,306.04547119140625,train
0481,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0481.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0481.npy,306.04547119140625,train
0482,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0482.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0482.npy,306.04547119140625,train
0483,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0483.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0483.npy,306.04547119140625,train
0484,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0484.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0484.npy,306.2564697265625,train
0485,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0485.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0485.npy,306.2564697265625,train
0486,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0486.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0486.npy,306.2564697265625,train
0487,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0487.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0487.npy,306.2564697265625,train
0488,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0488.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0488.npy,307.52838134765625,train
0489,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0489.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0489.npy,307.52838134765625,train
0490,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0490.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0490.npy,307.52838134765625,train
0491,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0491.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0491.npy,307.52838134765625,train
0492,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0492.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0492.npy,308.06378173828125,train
0493,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0493.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0493.npy,308.06378173828125,train
0494,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0494.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0494.npy,308.06378173828125,train
0495,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0495.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0495.npy,308.06378173828125,train
0496,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0496.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0496.npy,311.4892272949219,train
0497,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0497.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0497.npy,311.4892272949219,train
0498,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0498.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0498.npy,311.4892272949219,train
0499,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0499.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0499.npy,311.4892272949219,train
0500,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0500.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0500.npy,311.9820861816406,train
0502,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0502.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0502.npy,311.9820861816406,train
0503,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0503.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0503.npy,311.9820861816406,train
0504,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0504.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0504.npy,328.10711669921875,train
0506,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0506.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0506.npy,328.10711669921875,train
0507,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0507.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0507.npy,328.10711669921875,train
0508,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0508.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0508.npy,328.29522705078125,train
0509,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0509.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0509.npy,328.29522705078125,train
0510,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0510.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0510.npy,328.29522705078125,train
0511,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0511.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0511.npy,328.29522705078125,train
0512,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0512.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0512.npy,328.6518249511719,train
0513,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0513.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0513.npy,328.6518249511719,train
0515,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0515.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0515.npy,328.6518249511719,train
0516,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0516.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0516.npy,331.72015380859375,train
0517,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0517.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0517.npy,331.72015380859375,train
0518,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0518.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0518.npy,331.72015380859375,train
0519,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0519.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0519.npy,331.72015380859375,train
0520,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0520.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0520.npy,338.5593566894531,train
0521,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0521.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0521.npy,338.5593566894531,train
0522,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0522.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0522.npy,338.5593566894531,train
0523,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0523.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0523.npy,338.5593566894531,train
0524,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0524.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0524.npy,343.79522705078125,train
0525,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0525.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0525.npy,343.79522705078125,train
0526,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0526.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0526.npy,343.79522705078125,train
0527,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0527.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0527.npy,343.79522705078125,train
0528,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0528.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0528.npy,350.35601806640625,train
0529,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0529.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0529.npy,350.35601806640625,train
0530,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0530.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0530.npy,350.35601806640625,train
0531,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0531.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0531.npy,350.35601806640625,train
0532,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0532.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0532.npy,312.77569580078125,train
0533,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0533.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0533.npy,312.77569580078125,train
0534,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0534.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0534.npy,312.77569580078125,train
0535,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0535.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0535.npy,312.77569580078125,train
0536,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0536.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0536.npy,312.96240234375,train
0537,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0537.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0537.npy,312.96240234375,train
0540,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0540.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0540.npy,313.2795104980469,train
0543,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0543.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0543.npy,313.2795104980469,train
0544,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0544.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0544.npy,315.25018310546875,train
0545,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0545.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0545.npy,315.25018310546875,train
0547,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0547.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0547.npy,315.25018310546875,train
0549,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0549.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0549.npy,318.26922607421875,train
0550,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0550.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0550.npy,318.26922607421875,train
0551,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0551.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0551.npy,318.26922607421875,train
0553,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0553.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0553.npy,321.298583984375,train
0554,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0554.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0554.npy,321.298583984375,train
0555,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0555.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0555.npy,321.298583984375,train
0556,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0556.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0556.npy,323.81268310546875,train
0557,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0557.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0557.npy,323.81268310546875,train
0558,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0558.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0558.npy,323.81268310546875,train
0559,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0559.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0559.npy,323.81268310546875,train
0560,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0560.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0560.npy,309.8034362792969,train
0561,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0561.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0561.npy,309.8034362792969,train
0562,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0562.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0562.npy,309.8034362792969,train
0564,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0564.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0564.npy,310.0748291015625,train
0565,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0565.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0565.npy,310.0748291015625,train
0566,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0566.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0566.npy,310.0748291015625,train
0567,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0567.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0567.npy,310.0748291015625,train
0568,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0568.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0568.npy,310.54541015625,train
0570,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0570.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0570.npy,310.54541015625,train
0571,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0571.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0571.npy,310.54541015625,train
0572,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0572.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0572.npy,312.03924560546875,train
0573,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0573.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0573.npy,312.03924560546875,train
0574,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0574.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0574.npy,312.03924560546875,train
0575,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0575.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0575.npy,312.03924560546875,train
0576,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0576.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0576.npy,314.43603515625,train
0577,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0577.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0577.npy,314.43603515625,train
0578,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0578.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0578.npy,314.43603515625,train
0579,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0579.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0579.npy,314.43603515625,train
0580,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0580.npy,D:\Diff_Topo\开源\topodiff-main\data\flow_channels_1764_train\data_0580.npy,316.3816223144531,train
